date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2019-09-23,53.38307202526524,53.60006632616617,53.06611309622969,53.326995849609375,53.326995849609375,76662000,0.0,0.0
2019-09-24,53.89020361274176,54.24617365988833,52.95395882396202,53.07342529296875,53.07342529296875,124763200,0.0,0.0
2019-09-25,53.28555150761516,54.00480207790977,52.94177286787997,53.89020919799805,53.89020919799805,87613600,0.0,0.0
2019-09-26,53.63908241585027,53.86826818142159,53.35382046943913,53.61226272583008,53.61226272583008,75334000,0.0,0.0
2019-09-27,53.77073988182294,53.87314503942298,52.97590755217913,53.351383209228516,53.351383209228516,101408000,0.0,0.0
2019-09-30,53.85851433593031,54.75575184419964,53.831694645512584,54.607025146484375,54.607025146484375,103909600,0.0,0.0
2019-10-01,54.875223563882976,55.6432362429133,54.66310283552739,54.7581901550293,54.7581901550293,139223200,0.0,0.0
2019-10-02,54.38515232644032,54.511936652979,53.134385268066914,53.38551712036133,53.38551712036133,138449200,0.0,0.0
2019-10-03,53.25629308332798,53.87314595900991,52.451709816529956,53.839012145996094,53.839012145996094,114426000,0.0,0.0
2019-10-04,55.01419300766,55.465250413791274,54.58751849062478,55.34821701049805,55.34821701049805,138478800,0.0,0.0
2019-10-07,55.16778974821267,56.06014607871478,55.06294780329507,55.36040115356445,55.36040115356445,122306000,0.0,0.0
2019-10-08,55.058075975218976,55.604216921582946,54.69479179762023,54.711856842041016,54.711856842041016,111820000,0.0,0.0
2019-10-09,55.353092193603516,55.53838949453166,55.01419088197968,55.353092193603516,55.353092193603516,74770400,0.0,0.0
2019-10-10,55.5725201371987,56.18449562408943,55.41891985556719,56.099159240722656,56.099159240722656,113013600,0.0,0.0
2019-10-11,56.7964725449192,57.939960840212535,56.64043172826699,57.59130859375,57.59130859375,166795600,0.0,0.0
2019-10-14,57.2719001146489,58.05942191705356,57.21582394318583,57.508399963378906,57.508399963378906,96427600,0.0,0.0
2019-10-15,57.63519240488335,57.94239671140261,57.26703459720742,57.37431335449219,57.37431335449219,87360000,0.0,0.0
2019-10-16,56.89887473943711,57.35480947128089,56.857426803870695,57.1426887512207,57.1426887512207,73903200,0.0,0.0
2019-10-17,57.318226293848916,57.576668511216084,56.93544028896717,57.36455154418945,57.36455154418945,67585200,0.0,0.0
2019-10-18,57.196324792907085,57.92532998489858,57.12317984958014,57.64006805419922,57.64006805419922,97433600,0.0,0.0
2019-10-21,57.91070038859232,58.75673523797568,57.8619383342813,58.63970184326172,58.63970184326172,87247200,0.0,0.0
2019-10-22,58.798187487332086,59.051752420550784,58.422711828925316,58.505611419677734,58.505611419677734,82293600,0.0,0.0
2019-10-23,59.027383104500416,59.305330973212584,58.81282554959728,59.29069900512695,59.29069900512695,75828800,0.0,0.0
2019-10-24,59.614959343843445,59.68566748667317,58.95666229294944,59.388214111328125,59.388214111328125,69275200,0.0,0.0
2019-10-25,59.28581595063365,60.15623003744371,59.21754832501351,60.119659423828125,60.119659423828125,73477200,0.0,0.0
2019-10-28,60.32446761674344,60.77064774370577,60.15379853765299,60.721885681152344,60.721885681152344,96572800,0.0,0.0
2019-10-29,60.70237420516976,60.89254883483722,59.14196603346071,59.317508697509766,59.317508697509766,142839600,0.0,0.0
2019-10-30,59.67590926874747,59.807570903223464,58.81037260347169,59.31018829345703,59.31018829345703,124522000,0.0,0.0
2019-10-31,60.28058559894551,60.75114491828263,57.847318760353716,60.651180267333984,60.651180267333984,139162000,0.0,0.0
2019-11-01,60.84134225782003,62.39931352636565,60.74869547016415,62.37249755859375,62.37249755859375,151125200,0.0,0.0
2019-11-04,62.74065283865315,62.867440879619814,62.26522000686636,62.7821044921875,62.7821044921875,103272000,0.0,0.0
2019-11-05,62.67238524465598,62.95033677402532,62.49440578800873,62.69189453125,62.69189453125,79897600,0.0,0.0
2019-11-06,62.60412658926083,62.77967299068597,62.26278843110469,62.718719482421875,62.718719482421875,75864400,0.0,0.0
2019-11-07,63.27384380198641,63.6675668307708,63.11977859346005,63.44258117675781,63.44258117675781,94940400,0.1925,0.0
2019-11-08,63.26161239804364,63.68956794581032,62.81164860337468,63.616207122802734,63.616207122802734,69986400,0.0,0.0
2019-11-11,63.166236738996865,64.18599697062409,63.16134850504624,64.1199722290039,64.1199722290039,81821200,0.0,0.0
2019-11-12,63.9610069062963,64.26424903813079,63.806949186525195,64.06127166748047,64.06127166748047,87388800,0.0,0.0
2019-11-13,63.85828908807766,64.75088036848614,63.84361692720141,64.6750717163086,64.6750717163086,102734400,0.0,0.0
2019-11-14,64.49900441548569,64.77534257634272,64.09550502737244,64.2275619506836,64.2275619506836,89182800,0.0,0.0
2019-11-15,64.48188732223748,64.99543541350054,64.31804568191387,64.99054718017578,64.99054718017578,100206400,0.0,0.0
2019-11-18,65.00033821527346,65.39894947765576,64.61640658205886,65.31825256347656,65.31825256347656,86703200,0.0,0.0
2019-11-19,65.51386313011284,65.53831921942664,64.90005782715525,65.12014770507812,65.12014770507812,76167200,0.0,0.0
2019-11-20,64.9367451234811,65.0687945864831,63.67977513622556,64.362060546875,64.362060546875,106234400,0.0,0.0
2019-11-21,64.48432940864079,64.56258591255465,63.87051661692742,64.07349395751953,64.07349395751953,121395200,0.0,0.0
2019-11-22,64.21533937229582,64.35962063050988,63.78738383145748,64.01725769042969,64.01725769042969,65325200,0.0,0.0
2019-11-25,64.24467784270257,65.15683711323175,64.19821350546948,65.13971710205078,65.13971710205078,84020400,0.0,0.0
2019-11-26,65.27910307958422,65.33290349253306,64.19331835494451,64.63105773925781,64.63105773925781,105207600,0.0,0.0
2019-11-27,64.9465225724405,65.53343893535667,64.88049783994065,65.49919891357422,65.49919891357422,65235600,0.0,0.0
2019-11-29,65.19595080223614,65.53831363460301,65.02476565457768,65.35490417480469,65.35490417480469,46617600,0.0,0.0
2019-12-02,65.3598081762133,65.59946594816655,64.42564810743414,64.59927368164062,64.59927368164062,94487200,0.0,0.0
